prov,edad,periodo,nac,prov_cod
Bizkaia,38,2001,404,48
Bizkaia,38,2002,399,48
Bizkaia,38,2003,444,48
Bizkaia,38,2004,476,48
Bizkaia,38,2005,474,48
Bizkaia,38,2006,485,48
Bizkaia,38,2007,481,48
Bizkaia,38,2008,548,48
Bizkaia,38,2009,598,48
Bizkaia,38,2010,537,48
Bizkaia,38,2011,621,48
Bizkaia,38,2012,661,48
Bizkaia,38,2013,630,48
Bizkaia,38,2014,658,48
Bizkaia,38,2015,660,48
Bizkaia,38,2016,665,48
Bizkaia,38,2017,592,48
Bizkaia,38,2018,494,48
Bizkaia,38,2019,559,48
Bizkaia,38,2020,490,48
Bizkaia,38,2021,456,48
Bizkaia,38,2022,495,48
Bizkaia,38,2023,419,48
Bizkaia,38,2024,405,48
Bizkaia,39,1996,132,48
Bizkaia,39,1997,139,48
Bizkaia,39,1998,169,48
Bizkaia,39,1999,213,48
Bizkaia,39,2000,245,48
Bizkaia,39,2001,257,48
Bizkaia,39,2002,313,48
Bizkaia,39,2003,382,48
Bizkaia,39,2004,350,48
Bizkaia,39,2005,365,48
Bizkaia,39,2006,350,48
Bizkaia,39,2007,367,48
Bizkaia,39,2008,391,48
Bizkaia,39,2009,404,48
Bizkaia,39,2010,425,48
Bizkaia,39,2011,502,48
Bizkaia,39,2012,477,48
Bizkaia,39,2013,488,48
Bizkaia,39,2014,525,48
Bizkaia,39,2015,561,48
Bizkaia,39,2016,529,48
Bizkaia,39,2017,488,48
Bizkaia,39,2018,447,48
Bizkaia,39,2019,455,48
Bizkaia,39,2020,405,48
Bizkaia,39,2021,386,48
Bizkaia,39,2022,410,48
Bizkaia,39,2023,391,48
Bizkaia,39,2024,344,48
Bizkaia,40,1996,78,48
Bizkaia,40,1997,108,48
Bizkaia,40,1998,104,48
Bizkaia,40,1999,129,48
Bizkaia,40,2000,132,48
Bizkaia,40,2001,172,48
Bizkaia,40,2002,167,48
Bizkaia,40,2003,215,48
Bizkaia,40,2004,276,48
Bizkaia,40,2005,254,48
Bizkaia,40,2006,257,48
Bizkaia,40,2007,261,48
Bizkaia,40,2008,284,48
Bizkaia,40,2009,313,48
Bizkaia,40,2010,345,48
Bizkaia,40,2011,346,48
Bizkaia,40,2012,343,48
Bizkaia,40,2013,335,48
Bizkaia,40,2014,392,48
Bizkaia,40,2015,406,48
Bizkaia,40,2016,446,48
Bizkaia,40,2017,388,48
Bizkaia,40,2018,397,48
Bizkaia,40,2019,322,48
Bizkaia,40,2020,339,48
Bizkaia,40,2021,323,48
Bizkaia,40,2022,328,48
Bizkaia,40,2023,315,48
Bizkaia,40,2024,295,48
Bizkaia,41,1996,50,48
Bizkaia,41,1997,65,48
Bizkaia,41,1998,49,48
Bizkaia,41,1999,84,48
Bizkaia,41,2000,82,48
Bizkaia,41,2001,97,48
Bizkaia,41,2002,107,48
Bizkaia,41,2003,129,48
Bizkaia,41,2004,148,48
Bizkaia,41,2005,163,48
Bizkaia,41,2006,168,48
Bizkaia,41,2007,164,48
Bizkaia,41,2008,204,48
Bizkaia,41,2009,165,48
Bizkaia,41,2010,205,48
Bizkaia,41,2011,242,48
Bizkaia,41,2012,245,48
Bizkaia,41,2013,283,48
Bizkaia,41,2014,273,48
Bizkaia,41,2015,252,48
Bizkaia,41,2016,288,48
Bizkaia,41,2017,305,48
Bizkaia,41,2018,262,48
Bizkaia,41,2019,245,48
Bizkaia,41,2020,264,48
Bizkaia,41,2021,235,48
Bizkaia,41,2022,252,48
Bizkaia,41,2023,213,48
Bizkaia,41,2024,223,48
Bizkaia,42,1996,25,48
Bizkaia,42,1997,23,48
Bizkaia,42,1998,25,48
Bizkaia,42,1999,55,48
Bizkaia,42,2000,49,48
Bizkaia,42,2001,70,48
Bizkaia,42,2002,80,48
Bizkaia,42,2003,64,48
Bizkaia,42,2004,63,48
Bizkaia,42,2005,109,48
Bizkaia,42,2006,96,48
Bizkaia,42,2007,101,48
Bizkaia,42,2008,132,48
Bizkaia,42,2009,103,48
Bizkaia,42,2010,129,48
Bizkaia,42,2011,128,48
Bizkaia,42,2012,142,48
Bizkaia,42,2013,153,48
Bizkaia,42,2014,156,48
Bizkaia,42,2015,173,48
Bizkaia,42,2016,177,48
Bizkaia,42,2017,172,48
Bizkaia,42,2018,188,48
Bizkaia,42,2019,164,48
Bizkaia,42,2020,175,48
Bizkaia,42,2021,174,48
Bizkaia,42,2022,168,48
Bizkaia,42,2023,150,48
Bizkaia,42,2024,117,48
Bizkaia,43,1996,21,48
Bizkaia,43,1997,20,48
Bizkaia,43,1998,17,48
Bizkaia,43,1999,22,48
Bizkaia,43,2000,30,48
Bizkaia,43,2001,25,48
Bizkaia,43,2002,33,48
Bizkaia,43,2003,42,48
Bizkaia,43,2004,44,48
Bizkaia,43,2005,43,48
Bizkaia,43,2006,55,48
Bizkaia,43,2007,60,48
Bizkaia,43,2008,78,48
Bizkaia,43,2009,62,48
Bizkaia,43,2010,65,48
Bizkaia,43,2011,66,48
Bizkaia,43,2012,107,48
Bizkaia,43,2013,116,48
Bizkaia,43,2014,97,48
Bizkaia,43,2015,106,48
Bizkaia,43,2016,123,48
Bizkaia,43,2017,117,48
Bizkaia,43,2018,110,48
Bizkaia,43,2019,111,48
Bizkaia,43,2020,118,48
Bizkaia,43,2021,113,48
Bizkaia,43,2022,94,48
Bizkaia,43,2023,80,48
Bizkaia,43,2024,100,48
Bizkaia,44,1996,6,48
Bizkaia,44,1997,9,48
Bizkaia,44,1998,9,48
Bizkaia,44,1999,3,48
Bizkaia,44,2000,15,48
Bizkaia,44,2001,9,48
Bizkaia,44,2002,17,48
Bizkaia,44,2003,20,48
Bizkaia,44,2004,17,48
Bizkaia,44,2005,16,48
Bizkaia,44,2006,25,48
Bizkaia,44,2007,40,48
Bizkaia,44,2008,30,48
Bizkaia,44,2009,33,48
Bizkaia,44,2010,42,48
Bizkaia,44,2011,48,48
Bizkaia,44,2012,48,48
Bizkaia,44,2013,48,48
Bizkaia,44,2014,51,48
Bizkaia,44,2015,40,48
Bizkaia,44,2016,52,48
Bizkaia,44,2017,63,48
Bizkaia,44,2018,55,48
Bizkaia,44,2019,81,48
Bizkaia,44,2020,73,48
Bizkaia,44,2021,62,48
Bizkaia,44,2022,73,48
Bizkaia,44,2023,66,48
Bizkaia,44,2024,58,48
Bizkaia,45,1996,3,48
Bizkaia,45,1997,3,48
Bizkaia,45,1998,2,48
Bizkaia,45,1999,6,48
Bizkaia,45,2000,2,48
Bizkaia,45,2001,7,48
Bizkaia,45,2002,13,48
Bizkaia,45,2003,7,48
Bizkaia,45,2004,7,48
Bizkaia,45,2005,16,48
Bizkaia,45,2006,19,48
Bizkaia,45,2007,18,48
Bizkaia,45,2008,15,48
Bizkaia,45,2009,10,48
Bizkaia,45,2010,24,48
Bizkaia,45,2011,20,48
Bizkaia,45,2012,19,48
Bizkaia,45,2013,25,48
Bizkaia,45,2014,20,48
Bizkaia,45,2015,38,48
Bizkaia,45,2016,42,48
Bizkaia,45,2017,38,48
Bizkaia,45,2018,45,48
Bizkaia,45,2019,48,48
Bizkaia,45,2020,32,48
Bizkaia,45,2021,46,48
Bizkaia,45,2022,53,48
Bizkaia,45,2023,42,48
Bizkaia,45,2024,36,48
Bizkaia,>= 46,1996,10,48
Bizkaia,>= 46,1997,4,48
Bizkaia,>= 46,1998,5,48
Bizkaia,>= 46,1999,3,48
Bizkaia,>= 46,2000,1,48
Bizkaia,>= 46,2001,12,48
Bizkaia,>= 46,2002,9,48
Bizkaia,>= 46,2003,6,48
Bizkaia,>= 46,2004,9,48
Bizkaia,>= 46,2005,13,48
Bizkaia,>= 46,2006,11,48
Bizkaia,>= 46,2007,18,48
Bizkaia,>= 46,2008,17,48
Bizkaia,>= 46,2009,22,48
Bizkaia,>= 46,2010,42,48
Bizkaia,>= 46,2011,23,48
Bizkaia,>= 46,2012,25,48
Bizkaia,>= 46,2013,32,48
Bizkaia,>= 46,2014,36,48
Bizkaia,>= 46,2015,46,48
Bizkaia,>= 46,2016,41,48
Bizkaia,>= 46,2017,52,48
Bizkaia,>= 46,2018,48,48
Bizkaia,>= 46,2019,38,48
Bizkaia,>= 46,2020,45,48
Bizkaia,>= 46,2021,46,48
Bizkaia,>= 46,2022,71,48
Bizkaia,>= 46,2023,78,48
Bizkaia,>= 46,2024,58,48
Gipuzkoa,Total,1996,5590,20
Gipuzkoa,Total,1997,5766,20
Gipuzkoa,Total,1998,5648,20
Gipuzkoa,Total,1999,5867,20
Gipuzkoa,Total,2000,6011,20
Gipuzkoa,Total,2001,6171,20
Gipuzkoa,Total,2002,6270,20
Gipuzkoa,Total,2003,6767,20
Gipuzkoa,Total,2004,6789,20
Gipuzkoa,Total,2005,6801,20
Gipuzkoa,Total,2006,7038,20
Gipuzkoa,Total,2007,7153,20
Gipuzkoa,Total,2008,7245,20
Gipuzkoa,Total,2009,7164,20
Gipuzkoa,Total,2010,7215,20
Gipuzkoa,Total,2011,7064,20
Gipuzkoa,Total,2012,6898,20
Gipuzkoa,Total,2013,6287,20
Gipuzkoa,Total,2014,6361,20
Gipuzkoa,Total,2015,6361,20
Gipuzkoa,Total,2016,6015,20
Gipuzkoa,Total,2017,5593,20
Gipuzkoa,Total,2018,5467,20
Gipuzkoa,Total,2019,5133,20
Gipuzkoa,Total,2020,5024,20
Gipuzkoa,Total,2021,4932,20
Gipuzkoa,Total,2022,4508,20
Gipuzkoa,Total,2023,4566,20
Gipuzkoa,Total,2024,4422,20
Gipuzkoa,<= 15,1996,2,20
Gipuzkoa,<= 15,1997,3,20
Gipuzkoa,<= 15,1998,0,20
Gipuzkoa,<= 15,1999,2,20
Gipuzkoa,<= 15,2000,1,20
Gipuzkoa,<= 15,2001,3,20
Gipuzkoa,<= 15,2002,1,20
Gipuzkoa,<= 15,2003,2,20
Gipuzkoa,<= 15,2004,1,20
Gipuzkoa,<= 15,2005,1,20
Gipuzkoa,<= 15,2006,1,20
Gipuzkoa,<= 15,2007,2,20
Gipuzkoa,<= 15,2008,2,20
Gipuzkoa,<= 15,2009,3,20
Gipuzkoa,<= 15,2010,3,20
Gipuzkoa,<= 15,2011,0,20
Gipuzkoa,<= 15,2012,0,20
Gipuzkoa,<= 15,2013,5,20
Gipuzkoa,<= 15,2014,1,20
Gipuzkoa,<= 15,2015,1,20
Gipuzkoa,<= 15,2016,2,20
Gipuzkoa,<= 15,2017,3,20
Gipuzkoa,<= 15,2018,1,20
Gipuzkoa,<= 15,2019,0,20
Gipuzkoa,<= 15,2020,0,20
Gipuzkoa,<= 15,2021,0,20
Gipuzkoa,<= 15,2022,0,20
Gipuzkoa,<= 15,2023,0,20
Gipuzkoa,<= 15,2024,1,20
Gipuzkoa,16,1996,1,20
Gipuzkoa,16,1997,2,20
Gipuzkoa,16,1998,3,20
Gipuzkoa,16,1999,3,20
Gipuzkoa,16,2000,4,20
Gipuzkoa,16,2001,1,20
Gipuzkoa,16,2002,5,20
Gipuzkoa,16,2003,6,20
Gipuzkoa,16,2004,4,20
Gipuzkoa,16,2005,1,20
Gipuzkoa,16,2006,5,20
Gipuzkoa,16,2007,5,20
Gipuzkoa,16,2008,2,20
Gipuzkoa,16,2009,8,20
Gipuzkoa,16,2010,5,20
Gipuzkoa,16,2011,2,20
Gipuzkoa,16,2012,3,20
Gipuzkoa,16,2013,1,20
Gipuzkoa,16,2014,3,20
Gipuzkoa,16,2015,3,20
Gipuzkoa,16,2016,3,20
Gipuzkoa,16,2017,2,20
Gipuzkoa,16,2018,0,20
Gipuzkoa,16,2019,2,20
Gipuzkoa,16,2020,3,20
Gipuzkoa,16,2021,0,20
Gipuzkoa,16,2022,1,20
Gipuzkoa,16,2023,1,20
Gipuzkoa,16,2024,3,20
Gipuzkoa,17,1996,8,20
Gipuzkoa,17,1997,8,20
Gipuzkoa,17,1998,1,20
Gipuzkoa,17,1999,3,20
Gipuzkoa,17,2000,6,20
Gipuzkoa,17,2001,1,20
Gipuzkoa,17,2002,5,20
Gipuzkoa,17,2003,9,20
Gipuzkoa,17,2004,3,20
Gipuzkoa,17,2005,7,20
Gipuzkoa,17,2006,7,20
Gipuzkoa,17,2007,9,20
Gipuzkoa,17,2008,9,20
Gipuzkoa,17,2009,7,20
Gipuzkoa,17,2010,9,20
Gipuzkoa,17,2011,9,20
Gipuzkoa,17,2012,12,20
Gipuzkoa,17,2013,6,20
Gipuzkoa,17,2014,5,20
Gipuzkoa,17,2015,6,20
Gipuzkoa,17,2016,11,20
Gipuzkoa,17,2017,7,20
Gipuzkoa,17,2018,8,20
Gipuzkoa,17,2019,2,20
Gipuzkoa,17,2020,2,20
Gipuzkoa,17,2021,4,20
Gipuzkoa,17,2022,1,20
Gipuzkoa,17,2023,3,20
Gipuzkoa,17,2024,2,20
Gipuzkoa,18,1996,8,20
Gipuzkoa,18,1997,4,20
Gipuzkoa,18,1998,6,20
Gipuzkoa,18,1999,6,20
Gipuzkoa,18,2000,4,20
Gipuzkoa,18,2001,6,20
Gipuzkoa,18,2002,11,20
Gipuzkoa,18,2003,10,20
Gipuzkoa,18,2004,17,20
Gipuzkoa,18,2005,8,20
Gipuzkoa,18,2006,10,20
Gipuzkoa,18,2007,20,20
Gipuzkoa,18,2008,12,20
Gipuzkoa,18,2009,11,20
Gipuzkoa,18,2010,13,20
Gipuzkoa,18,2011,17,20
Gipuzkoa,18,2012,13,20
Gipuzkoa,18,2013,15,20
Gipuzkoa,18,2014,9,20
Gipuzkoa,18,2015,17,20
Gipuzkoa,18,2016,11,20
Gipuzkoa,18,2017,5,20
Gipuzkoa,18,2018,14,20
Gipuzkoa,18,2019,6,20
Gipuzkoa,18,2020,8,20
Gipuzkoa,18,2021,6,20
Gipuzkoa,18,2022,10,20
Gipuzkoa,18,2023,8,20
Gipuzkoa,18,2024,12,20
Gipuzkoa,19,1996,15,20
Gipuzkoa,19,1997,17,20
Gipuzkoa,19,1998,15,20
Gipuzkoa,19,1999,15,20
Gipuzkoa,19,2000,13,20
Gipuzkoa,19,2001,18,20
Gipuzkoa,19,2002,16,20
Gipuzkoa,19,2003,17,20
Gipuzkoa,19,2004,16,20
Gipuzkoa,19,2005,27,20
Gipuzkoa,19,2006,24,20
Gipuzkoa,19,2007,25,20
Gipuzkoa,19,2008,23,20
Gipuzkoa,19,2009,20,20
Gipuzkoa,19,2010,24,20
Gipuzkoa,19,2011,20,20
Gipuzkoa,19,2012,18,20
Gipuzkoa,19,2013,20,20
Gipuzkoa,19,2014,23,20
Gipuzkoa,19,2015,16,20
Gipuzkoa,19,2016,17,20
Gipuzkoa,19,2017,23,20
Gipuzkoa,19,2018,16,20
Gipuzkoa,19,2019,20,20
Gipuzkoa,19,2020,13,20
Gipuzkoa,19,2021,13,20
Gipuzkoa,19,2022,22,20
Gipuzkoa,19,2023,22,20
Gipuzkoa,19,2024,13,20
Gipuzkoa,20,1996,16,20
Gipuzkoa,20,1997,27,20
Gipuzkoa,20,1998,16,20
Gipuzkoa,20,1999,26,20
Gipuzkoa,20,2000,27,20
Gipuzkoa,20,2001,23,20
Gipuzkoa,20,2002,31,20
Gipuzkoa,20,2003,19,20
Gipuzkoa,20,2004,17,20
Gipuzkoa,20,2005,35,20
Gipuzkoa,20,2006,28,20
Gipuzkoa,20,2007,31,20
Gipuzkoa,20,2008,34,20
Gipuzkoa,20,2009,36,20
Gipuzkoa,20,2010,35,20
Gipuzkoa,20,2011,28,20
Gipuzkoa,20,2012,21,20
Gipuzkoa,20,2013,32,20
Gipuzkoa,20,2014,30,20
Gipuzkoa,20,2015,33,20
Gipuzkoa,20,2016,30,20
Gipuzkoa,20,2017,24,20
Gipuzkoa,20,2018,25,20
Gipuzkoa,20,2019,43,20
Gipuzkoa,20,2020,28,20
Gipuzkoa,20,2021,30,20
Gipuzkoa,20,2022,19,20
Gipuzkoa,20,2023,24,20
Gipuzkoa,20,2024,21,20
Gipuzkoa,21,1996,33,20
Gipuzkoa,21,1997,31,20
Gipuzkoa,21,1998,28,20
Gipuzkoa,21,1999,23,20
Gipuzkoa,21,2000,30,20
Gipuzkoa,21,2001,22,20
Gipuzkoa,21,2002,27,20
Gipuzkoa,21,2003,40,20
Gipuzkoa,21,2004,31,20
Gipuzkoa,21,2005,20,20
Gipuzkoa,21,2006,29,20
Gipuzkoa,21,2007,42,20
Gipuzkoa,21,2008,50,20
Gipuzkoa,21,2009,45,20
Gipuzkoa,21,2010,56,20
Gipuzkoa,21,2011,33,20
Gipuzkoa,21,2012,32,20
Gipuzkoa,21,2013,30,20
Gipuzkoa,21,2014,35,20
Gipuzkoa,21,2015,25,20
Gipuzkoa,21,2016,38,20
Gipuzkoa,21,2017,31,20
Gipuzkoa,21,2018,44,20
Gipuzkoa,21,2019,35,20
Gipuzkoa,21,2020,40,20
Gipuzkoa,21,2021,29,20
Gipuzkoa,21,2022,32,20
Gipuzkoa,21,2023,33,20
Gipuzkoa,21,2024,33,20
Gipuzkoa,22,1996,43,20
Gipuzkoa,22,1997,40,20
Gipuzkoa,22,1998,42,20
Gipuzkoa,22,1999,35,20
Gipuzkoa,22,2000,29,20
Gipuzkoa,22,2001,40,20
Gipuzkoa,22,2002,30,20
Gipuzkoa,22,2003,36,20
Gipuzkoa,22,2004,34,20
Gipuzkoa,22,2005,26,20
Gipuzkoa,22,2006,44,20
Gipuzkoa,22,2007,39,20
Gipuzkoa,22,2008,62,20
Gipuzkoa,22,2009,53,20
Gipuzkoa,22,2010,55,20
Gipuzkoa,22,2011,55,20
Gipuzkoa,22,2012,54,20
Gipuzkoa,22,2013,35,20
Gipuzkoa,22,2014,35,20
Gipuzkoa,22,2015,47,20
Gipuzkoa,22,2016,44,20
Gipuzkoa,22,2017,41,20
Gipuzkoa,22,2018,43,20
Gipuzkoa,22,2019,61,20
Gipuzkoa,22,2020,45,20
Gipuzkoa,22,2021,49,20
Gipuzkoa,22,2022,42,20
Gipuzkoa,22,2023,47,20
Gipuzkoa,22,2024,51,20
Gipuzkoa,23,1996,76,20
Gipuzkoa,23,1997,65,20
Gipuzkoa,23,1998,42,20
Gipuzkoa,23,1999,54,20
Gipuzkoa,23,2000,42,20
Gipuzkoa,23,2001,39,20
Gipuzkoa,23,2002,44,20
Gipuzkoa,23,2003,45,20
Gipuzkoa,23,2004,49,20
Gipuzkoa,23,2005,61,20
Gipuzkoa,23,2006,57,20
Gipuzkoa,23,2007,43,20
Gipuzkoa,23,2008,56,20
Gipuzkoa,23,2009,60,20
Gipuzkoa,23,2010,67,20
Gipuzkoa,23,2011,54,20
Gipuzkoa,23,2012,63,20
Gipuzkoa,23,2013,51,20
Gipuzkoa,23,2014,66,20
Gipuzkoa,23,2015,53,20
Gipuzkoa,23,2016,43,20
Gipuzkoa,23,2017,51,20
Gipuzkoa,23,2018,60,20
Gipuzkoa,23,2019,53,20
Gipuzkoa,23,2020,56,20
Gipuzkoa,23,2021,44,20
Gipuzkoa,23,2022,61,20
Gipuzkoa,23,2023,48,20
Gipuzkoa,23,2024,46,20
Gipuzkoa,24,1996,71,20
Gipuzkoa,24,1997,77,20
Gipuzkoa,24,1998,77,20
Gipuzkoa,24,1999,64,20
Gipuzkoa,24,2000,62,20
Gipuzkoa,24,2001,52,20
Gipuzkoa,24,2002,61,20
Gipuzkoa,24,2003,56,20
Gipuzkoa,24,2004,69,20
Gipuzkoa,24,2005,63,20
Gipuzkoa,24,2006,66,20
Gipuzkoa,24,2007,74,20
Gipuzkoa,24,2008,75,20
Gipuzkoa,24,2009,78,20
Gipuzkoa,24,2010,65,20
Gipuzkoa,24,2011,61,20
Gipuzkoa,24,2012,70,20
Gipuzkoa,24,2013,59,20
Gipuzkoa,24,2014,68,20
Gipuzkoa,24,2015,68,20
Gipuzkoa,24,2016,67,20
Gipuzkoa,24,2017,62,20
Gipuzkoa,24,2018,77,20
Gipuzkoa,24,2019,79,20
Gipuzkoa,24,2020,67,20
Gipuzkoa,24,2021,48,20
Gipuzkoa,24,2022,60,20
Gipuzkoa,24,2023,67,20
Gipuzkoa,24,2024,43,20
Gipuzkoa,25,1996,124,20
Gipuzkoa,25,1997,101,20
Gipuzkoa,25,1998,98,20
Gipuzkoa,25,1999,117,20
Gipuzkoa,25,2000,80,20
Gipuzkoa,25,2001,93,20
Gipuzkoa,25,2002,87,20
Gipuzkoa,25,2003,88,20
Gipuzkoa,25,2004,113,20
Gipuzkoa,25,2005,87,20
Gipuzkoa,25,2006,83,20
Gipuzkoa,25,2007,88,20
Gipuzkoa,25,2008,91,20
Gipuzkoa,25,2009,94,20
Gipuzkoa,25,2010,78,20
Gipuzkoa,25,2011,91,20
Gipuzkoa,25,2012,83,20
Gipuzkoa,25,2013,91,20
Gipuzkoa,25,2014,86,20
Gipuzkoa,25,2015,80,20
Gipuzkoa,25,2016,80,20
Gipuzkoa,25,2017,56,20
Gipuzkoa,25,2018,55,20
Gipuzkoa,25,2019,85,20
Gipuzkoa,25,2020,92,20
Gipuzkoa,25,2021,62,20
Gipuzkoa,25,2022,62,20
Gipuzkoa,25,2023,85,20
Gipuzkoa,25,2024,68,20
Gipuzkoa,26,1996,150,20
Gipuzkoa,26,1997,161,20
Gipuzkoa,26,1998,141,20
Gipuzkoa,26,1999,140,20
Gipuzkoa,26,2000,136,20
Gipuzkoa,26,2001,163,20
Gipuzkoa,26,2002,155,20
Gipuzkoa,26,2003,149,20
Gipuzkoa,26,2004,123,20
Gipuzkoa,26,2005,136,20
Gipuzkoa,26,2006,122,20
Gipuzkoa,26,2007,125,20
Gipuzkoa,26,2008,144,20
Gipuzkoa,26,2009,137,20
Gipuzkoa,26,2010,110,20
Gipuzkoa,26,2011,111,20
Gipuzkoa,26,2012,101,20
Gipuzkoa,26,2013,67,20
Gipuzkoa,26,2014,115,20
Gipuzkoa,26,2015,109,20
Gipuzkoa,26,2016,126,20
Gipuzkoa,26,2017,80,20
Gipuzkoa,26,2018,79,20
Gipuzkoa,26,2019,109,20
Gipuzkoa,26,2020,88,20
Gipuzkoa,26,2021,96,20
Gipuzkoa,26,2022,85,20
Gipuzkoa,26,2023,68,20
Gipuzkoa,26,2024,83,20
Gipuzkoa,27,1996,266,20
Gipuzkoa,27,1997,240,20
Gipuzkoa,27,1998,220,20
Gipuzkoa,27,1999,218,20
Gipuzkoa,27,2000,206,20
Gipuzkoa,27,2001,228,20
Gipuzkoa,27,2002,215,20
Gipuzkoa,27,2003,202,20
Gipuzkoa,27,2004,215,20
Gipuzkoa,27,2005,199,20
Gipuzkoa,27,2006,178,20
Gipuzkoa,27,2007,186,20
Gipuzkoa,27,2008,191,20
Gipuzkoa,27,2009,196,20
Gipuzkoa,27,2010,172,20
Gipuzkoa,27,2011,149,20
Gipuzkoa,27,2012,160,20
Gipuzkoa,27,2013,137,20
Gipuzkoa,27,2014,139,20
Gipuzkoa,27,2015,146,20
Gipuzkoa,27,2016,143,20
Gipuzkoa,27,2017,143,20
Gipuzkoa,27,2018,124,20
Gipuzkoa,27,2019,119,20
Gipuzkoa,27,2020,107,20
Gipuzkoa,27,2021,89,20
Gipuzkoa,27,2022,105,20
Gipuzkoa,27,2023,115,20
Gipuzkoa,27,2024,115,20
Gipuzkoa,28,1996,346,20
Gipuzkoa,28,1997,363,20
Gipuzkoa,28,1998,319,20
Gipuzkoa,28,1999,320,20
Gipuzkoa,28,2000,294,20
Gipuzkoa,28,2001,300,20
Gipuzkoa,28,2002,330,20
Gipuzkoa,28,2003,337,20
Gipuzkoa,28,2004,331,20
Gipuzkoa,28,2005,308,20
Gipuzkoa,28,2006,286,20
Gipuzkoa,28,2007,302,20
Gipuzkoa,28,2008,279,20
Gipuzkoa,28,2009,246,20
Gipuzkoa,28,2010,239,20
Gipuzkoa,28,2011,217,20
Gipuzkoa,28,2012,215,20
Gipuzkoa,28,2013,187,20
Gipuzkoa,28,2014,221,20
Gipuzkoa,28,2015,180,20
Gipuzkoa,28,2016,166,20
Gipuzkoa,28,2017,172,20
Gipuzkoa,28,2018,160,20
Gipuzkoa,28,2019,146,20
Gipuzkoa,28,2020,149,20
Gipuzkoa,28,2021,146,20
Gipuzkoa,28,2022,129,20
Gipuzkoa,28,2023,134,20
Gipuzkoa,28,2024,123,20
Gipuzkoa,29,1996,484,20
Gipuzkoa,29,1997,481,20
Gipuzkoa,29,1998,437,20
Gipuzkoa,29,1999,383,20
Gipuzkoa,29,2000,411,20
Gipuzkoa,29,2001,445,20
Gipuzkoa,29,2002,408,20
Gipuzkoa,29,2003,422,20
Gipuzkoa,29,2004,434,20
Gipuzkoa,29,2005,434,20
Gipuzkoa,29,2006,419,20
Gipuzkoa,29,2007,393,20
Gipuzkoa,29,2008,401,20
Gipuzkoa,29,2009,366,20
Gipuzkoa,29,2010,364,20
Gipuzkoa,29,2011,339,20
Gipuzkoa,29,2012,321,20
Gipuzkoa,29,2013,272,20
Gipuzkoa,29,2014,274,20
Gipuzkoa,29,2015,284,20
Gipuzkoa,29,2016,230,20
Gipuzkoa,29,2017,241,20
Gipuzkoa,29,2018,223,20
Gipuzkoa,29,2019,189,20
Gipuzkoa,29,2020,219,20
Gipuzkoa,29,2021,217,20
Gipuzkoa,29,2022,172,20
Gipuzkoa,29,2023,191,20
Gipuzkoa,29,2024,147,20
Gipuzkoa,30,1996,521,20
Gipuzkoa,30,1997,562,20
Gipuzkoa,30,1998,532,20
Gipuzkoa,30,1999,515,20
Gipuzkoa,30,2000,522,20
Gipuzkoa,30,2001,536,20
Gipuzkoa,30,2002,512,20
Gipuzkoa,30,2003,576,20
Gipuzkoa,30,2004,507,20
Gipuzkoa,30,2005,560,20
Gipuzkoa,30,2006,576,20
Gipuzkoa,30,2007,587,20
Gipuzkoa,30,2008,527,20
Gipuzkoa,30,2009,482,20
Gipuzkoa,30,2010,453,20
Gipuzkoa,30,2011,461,20
Gipuzkoa,30,2012,408,20
Gipuzkoa,30,2013,359,20
Gipuzkoa,30,2014,335,20
Gipuzkoa,30,2015,347,20
Gipuzkoa,30,2016,309,20
Gipuzkoa,30,2017,283,20
Gipuzkoa,30,2018,291,20
Gipuzkoa,30,2019,272,20
Gipuzkoa,30,2020,287,20
Gipuzkoa,30,2021,272,20
Gipuzkoa,30,2022,221,20
Gipuzkoa,30,2023,229,20
Gipuzkoa,30,2024,202,20
Gipuzkoa,31,1996,584,20
Gipuzkoa,31,1997,635,20
Gipuzkoa,31,1998,565,20
Gipuzkoa,31,1999,594,20
Gipuzkoa,31,2000,623,20
Gipuzkoa,31,2001,594,20
Gipuzkoa,31,2002,591,20
Gipuzkoa,31,2003,661,20
Gipuzkoa,31,2004,635,20
Gipuzkoa,31,2005,655,20
Gipuzkoa,31,2006,677,20
Gipuzkoa,31,2007,714,20
Gipuzkoa,31,2008,664,20
Gipuzkoa,31,2009,579,20
Gipuzkoa,31,2010,540,20
Gipuzkoa,31,2011,584,20
Gipuzkoa,31,2012,514,20
Gipuzkoa,31,2013,441,20
Gipuzkoa,31,2014,425,20
Gipuzkoa,31,2015,395,20
Gipuzkoa,31,2016,421,20
Gipuzkoa,31,2017,361,20
Gipuzkoa,31,2018,355,20
Gipuzkoa,31,2019,335,20
Gipuzkoa,31,2020,347,20
Gipuzkoa,31,2021,338,20
Gipuzkoa,31,2022,274,20
Gipuzkoa,31,2023,302,20
Gipuzkoa,31,2024,267,20
Gipuzkoa,32,1996,609,20
Gipuzkoa,32,1997,567,20
Gipuzkoa,32,1998,549,20
Gipuzkoa,32,1999,618,20
Gipuzkoa,32,2000,598,20
Gipuzkoa,32,2001,581,20
Gipuzkoa,32,2002,571,20
Gipuzkoa,32,2003,681,20
Gipuzkoa,32,2004,715,20
Gipuzkoa,32,2005,683,20
Gipuzkoa,32,2006,699,20
Gipuzkoa,32,2007,714,20
Gipuzkoa,32,2008,675,20
Gipuzkoa,32,2009,709,20
