prov_cod,prov,comarca_cod,comarca_cod_full,comarca,comarca_es,comarca_eu,municipio_cod,municipio_cod_full,municipio,municipio_norm
48,Bizkaia,03,4803,Durangaldea / Duranguesado,Durangaldea / Duranguesado,Durangaldea,095,48095,Zaldibar,Zaldibar
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,008,48008,Artzentales,Artzentales
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,090,48090,Balmaseda,Balmaseda
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,037,48037,Galdames,Galdames
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,042,48042,Gordexola,Gordexola
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,045,48045,Güeñes,Güeñes
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,022,48022,Karrantza Harana/Valle de Carranza,Karrantza Harana / Valle de Carranza
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,051,48051,Lanestosa,Lanestosa
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,086,48086,Sopuerta,Sopuerta
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,087,48087,Trucios-Turtzioz,Trucios-Turtzioz
48,Bizkaia,04,4804,Enkartazioak / Encartaciones,Enkartazioak / Encartaciones,Enkartazioak,096,48096,Zalla,Zalla
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,911,48911,Ajangiz,Ajangiz
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,914,48914,Arratzu,Arratzu
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,017,48017,Bermeo,Bermeo
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,021,48021,Busturia,Busturia
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,028,48028,Ea,Ea
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,031,48031,Elantxobe,Elantxobe
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,033,48033,Ereño,Ereño
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,079,48079,Errigoiti,Errigoiti
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,906,48906,Forua,Forua
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,041,48041,Gautegiz Arteaga,Gautegiz Arteaga
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,046,48046,Gernika-Lumo,Gernika-Lumo
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,048,48048,Ibarrangelu,Ibarrangelu
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,907,48907,Kortezubi,Kortezubi
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,062,48062,Mendata,Mendata
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,066,48066,Morga,Morga
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,068,48068,Mundaka,Mundaka
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,908,48908,Murueta,Murueta
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,067,48067,Muxika,Muxika
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,909,48909,Nabarniz,Nabarniz
48,Bizkaia,05,4805,Gernika-Bermeo,Gernika-Bermeo,Gernika-Bermeo,076,48076,Sukarrieta,Sukarrieta
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,004,48004,Amoroto,Amoroto
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,070,48070,Aulesti,Aulesti
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,018,48018,Berriatua,Berriatua
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,030,48030,Etxebarria,Etxebarria
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,047,48047,Gizaburuaga,Gizaburuaga
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,049,48049,Ispaster,Ispaster
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,057,48057,Lekeitio,Lekeitio
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,060,48060,Markina-Xemein,Markina-Xemein
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,063,48063,Mendexa,Mendexa
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,007,48007,Munitibar-Arbatzegi Gerrikaitz,Munitibar-Arbatzegi Gerrikaitz
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,073,48073,Ondarroa,Ondarroa
48,Bizkaia,06,4806,Markina-Ondarroa,Markina-Ondarroa,Markina-Ondarroa,915,48915,Ziortza-Bolibar,Ziortza-Bolibar
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,010,48010,Arrieta,Arrieta
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,012,48012,Bakio,Bakio
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,014,48014,Barrika,Barrika
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,035,48035,Fruiz,Fruiz
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,038,48038,Gamiz-Fika,Gamiz-Fika
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,040,48040,Gatika,Gatika
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,043,48043,Gorliz,Gorliz
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,053,48053,Laukiz,Laukiz
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,056,48056,Lemoiz,Lemoiz
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,061,48061,Maruri-Jatabe,Maruri-Jatabe
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,064,48064,Meñaka,Meñaka
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,069,48069,Mungia,Mungia
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,077,48077,Plentzia,Plentzia
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,085,48085,Sopela,Sopela
48,Bizkaia,07,4807,Plentzia-Mungia,Plentzia-Mungia,Plentzia-Mungia,089,48089,Urduliz,Urduliz
