prov_cod,prov,comarca_cod,comarca_cod_full,comarca,municipio_cod,municipio_cod_full,municipio,genero,edad,edad_etiqueta,pob
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Hombres,0,0-19,32
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Hombres,20,20-64,77
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Hombres,65,>= 65,14
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Hombres,NA,Total,123
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Mujeres,0,0-19,20
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Mujeres,20,20-64,70
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Mujeres,65,>= 65,14
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Mujeres,NA,Total,104
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Total,0,0-19,52
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Total,20,20-64,147
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Total,65,>= 65,28
01,Araba/Álava,01,0101,Añana,006,01006,Armiñón,Total,NA,Total,227
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Hombres,0,0-19,49
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Hombres,20,20-64,163
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Hombres,65,>= 65,62
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Hombres,NA,Total,274
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Mujeres,0,0-19,38
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Mujeres,20,20-64,148
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Mujeres,65,>= 65,60
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Mujeres,NA,Total,246
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Total,0,0-19,87
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Total,20,20-64,311
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Total,65,>= 65,122
01,Araba/Álava,01,0101,Añana,014,01014,Berantevilla,Total,NA,Total,520
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Hombres,0,0-19,32
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Hombres,20,20-64,119
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Hombres,65,>= 65,62
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Hombres,NA,Total,213
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Mujeres,0,0-19,30
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Mujeres,20,20-64,93
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Mujeres,65,>= 65,52
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Mujeres,NA,Total,175
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Total,0,0-19,62
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Total,20,20-64,212
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Total,65,>= 65,114
01,Araba/Álava,01,0101,Añana,020,01020,Kuartango,Total,NA,Total,388
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Hombres,0,0-19,69
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Hombres,20,20-64,325
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Hombres,65,>= 65,112
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Hombres,NA,Total,506
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Mujeres,0,0-19,65
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Mujeres,20,20-64,250
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Mujeres,65,>= 65,77
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Mujeres,NA,Total,392
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Total,0,0-19,134
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Total,20,20-64,575
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Total,65,>= 65,189
01,Araba/Álava,01,0101,Añana,046,01046,Erriberagoitia/Ribera Alta,Total,NA,Total,898
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Hombres,0,0-19,162
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Hombres,20,20-64,572
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Hombres,65,>= 65,141
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Hombres,NA,Total,875
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Mujeres,0,0-19,157
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Mujeres,20,20-64,483
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Mujeres,65,>= 65,134
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Mujeres,NA,Total,774
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Total,0,0-19,319
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Total,20,20-64,1055
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Total,65,>= 65,275
01,Araba/Álava,01,0101,Añana,047,01047,Ribera Baja/Erriberabeitia,Total,NA,Total,1649
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Hombres,0,0-19,6
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Hombres,20,20-64,65
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Hombres,65,>= 65,30
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Hombres,NA,Total,101
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Mujeres,0,0-19,10
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Mujeres,20,20-64,37
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Mujeres,65,>= 65,22
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Mujeres,NA,Total,69
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Total,0,0-19,16
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Total,20,20-64,102
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Total,65,>= 65,52
01,Araba/Álava,01,0101,Añana,049,01049,Añana,Total,NA,Total,170
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Hombres,0,0-19,60
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Hombres,20,20-64,369
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Hombres,65,>= 65,199
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Hombres,NA,Total,628
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Mujeres,0,0-19,65
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Mujeres,20,20-64,299
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Mujeres,65,>= 65,155
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Mujeres,NA,Total,519
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Total,0,0-19,125
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Total,20,20-64,668
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Total,65,>= 65,354
01,Araba/Álava,01,0101,Añana,055,01055,Valdegovía/Gaubea,Total,NA,Total,1147
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Hombres,0,0-19,28
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Hombres,20,20-64,158
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Hombres,65,>= 65,60
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Hombres,NA,Total,246
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Mujeres,0,0-19,42
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Mujeres,20,20-64,125
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Mujeres,65,>= 65,49
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Mujeres,NA,Total,216
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Total,0,0-19,70
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Total,20,20-64,283
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Total,65,>= 65,109
01,Araba/Álava,01,0101,Añana,062,01062,Zambrana,Total,NA,Total,462
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Hombres,0,0-19,78
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Hombres,20,20-64,349
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Hombres,65,>= 65,152
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Hombres,NA,Total,579
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Mujeres,0,0-19,55
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Mujeres,20,20-64,261
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Mujeres,65,>= 65,112
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Mujeres,NA,Total,428
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Total,0,0-19,133
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Total,20,20-64,610
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Total,65,>= 65,264
01,Araba/Álava,01,0101,Añana,902,01902,Lantarón,Total,NA,Total,1007
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Hombres,0,0-19,378
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Hombres,20,20-64,1035
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Hombres,65,>= 65,208
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Hombres,NA,Total,1621
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Mujeres,0,0-19,343
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Mujeres,20,20-64,987
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Mujeres,65,>= 65,221
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Mujeres,NA,Total,1551
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Total,0,0-19,721
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Total,20,20-64,2022
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Total,65,>= 65,429
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,001,01001,Alegría-Dulantzi,Total,NA,Total,3172
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Hombres,0,0-19,101
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Hombres,20,20-64,336
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Hombres,65,>= 65,131
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Hombres,NA,Total,568
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Mujeres,0,0-19,94
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Mujeres,20,20-64,299
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Mujeres,65,>= 65,128
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Mujeres,NA,Total,521
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Total,0,0-19,195
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Total,20,20-64,635
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Total,65,>= 65,259
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,008,01008,Arratzua-Ubarrundia,Total,NA,Total,1089
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Hombres,0,0-19,121
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Hombres,20,20-64,510
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Hombres,65,>= 65,184
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Hombres,NA,Total,815
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Mujeres,0,0-19,126
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Mujeres,20,20-64,502
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Mujeres,65,>= 65,203
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Mujeres,NA,Total,831
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Total,0,0-19,247
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Total,20,20-64,1012
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Total,65,>= 65,387
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,009,01009,Asparrena,Total,NA,Total,1646
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Hombres,0,0-19,80
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Hombres,20,20-64,316
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Hombres,65,>= 65,120
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Hombres,NA,Total,516
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Mujeres,0,0-19,71
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Mujeres,20,20-64,235
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Mujeres,65,>= 65,92
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Mujeres,NA,Total,398
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Total,0,0-19,151
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Total,20,20-64,551
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Total,65,>= 65,212
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,013,01013,Barrundia,Total,NA,Total,914
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Hombres,0,0-19,61
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Hombres,20,20-64,219
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Hombres,65,>= 65,73
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Hombres,NA,Total,353
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Mujeres,0,0-19,64
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Mujeres,20,20-64,198
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Mujeres,65,>= 65,55
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Mujeres,NA,Total,317
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Total,0,0-19,125
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Total,20,20-64,417
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Total,65,>= 65,128
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,021,01021,Elburgo/Burgelu,Total,NA,Total,670
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Hombres,0,0-19,47
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Hombres,20,20-64,212
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Hombres,65,>= 65,69
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Hombres,NA,Total,328
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Mujeres,0,0-19,45
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Mujeres,20,20-64,170
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Mujeres,65,>= 65,55
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Mujeres,NA,Total,270
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Total,0,0-19,92
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Total,20,20-64,382
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Total,65,>= 65,124
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,027,01027,Iruraiz-Gauna,Total,NA,Total,598
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Hombres,0,0-19,625
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Hombres,20,20-64,1587
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Hombres,65,>= 65,489
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Hombres,NA,Total,2701
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Mujeres,0,0-19,624
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Mujeres,20,20-64,1513
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Mujeres,65,>= 65,536
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Mujeres,NA,Total,2673
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Total,0,0-19,1249
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Total,20,20-64,3100
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Total,65,>= 65,1025
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,051,01051,Agurain/Salvatierra,Total,NA,Total,5374
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Hombres,0,0-19,60
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Hombres,20,20-64,229
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Hombres,65,>= 65,94
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Hombres,NA,Total,383
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Mujeres,0,0-19,51
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Mujeres,20,20-64,173
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Mujeres,65,>= 65,93
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Mujeres,NA,Total,317
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Total,0,0-19,111
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Total,20,20-64,402
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Total,65,>= 65,187
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,053,01053,San Millán/Donemiliaga,Total,NA,Total,700
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Hombres,0,0-19,24055
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Hombres,20,20-64,73410
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Hombres,65,>= 65,25519
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Hombres,NA,Total,122984
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Mujeres,0,0-19,22534
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Mujeres,20,20-64,75113
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Mujeres,65,>= 65,33325
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Mujeres,NA,Total,130972
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Total,0,0-19,46589
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Total,20,20-64,148523
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Total,65,>= 65,58844
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,059,01059,Vitoria-Gasteiz,Total,NA,Total,253956
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Hombres,0,0-19,14
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Hombres,20,20-64,77
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Hombres,65,>= 65,20
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Hombres,NA,Total,111
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Mujeres,0,0-19,16
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Mujeres,20,20-64,73
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Mujeres,65,>= 65,20
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Mujeres,NA,Total,109
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Total,0,0-19,30
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Total,20,20-64,150
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Total,65,>= 65,40
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,061,01061,Zalduondo,Total,NA,Total,220
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Hombres,0,0-19,371
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Hombres,20,20-64,1362
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Hombres,65,>= 65,269
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Hombres,NA,Total,2002
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Mujeres,0,0-19,393
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Mujeres,20,20-64,1126
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Mujeres,65,>= 65,259
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Mujeres,NA,Total,1778
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Total,0,0-19,764
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Total,20,20-64,2488
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Total,65,>= 65,528
01,Araba/Álava,02,0102,Arabako Lautada / Llanada Alavesa,901,01901,Iruña Oka/Iruña de Oca,Total,NA,Total,3780
01,Araba/Álava,03,0103,Arabako Mendialdea / Montaña Alavesa,016,01016,Bernedo,Hombres,0,0-19,45
01,Araba/Álava,03,0103,Arabako Mendialdea / Montaña Alavesa,016,01016,Bernedo,Hombres,20,20-64,194
01,Araba/Álava,03,0103,Arabako Mendialdea / Montaña Alavesa,016,01016,Bernedo,Hombres,65,>= 65,87
01,Araba/Álava,03,0103,Arabako Mendialdea / Montaña Alavesa,016,01016,Bernedo,Hombres,NA,Total,326
01,Araba/Álava,03,0103,Arabako Mendialdea / Montaña Alavesa,016,01016,Bernedo,Mujeres,0,0-19,23
01,Araba/Álava,03,0103,Arabako Mendialdea / Montaña Alavesa,016,01016,Bernedo,Mujeres,20,20-64,130
01,Araba/Álava,03,0103,Arabako Mendialdea / Montaña Alavesa,016,01016,Bernedo,Mujeres,65,>= 65,72
01,Araba/Álava,03,0103,Arabako Mendialdea / Montaña Alavesa,016,01016,Bernedo,Mujeres,NA,Total,225
01,Araba/Álava,03,0103,Arabako Mendialdea / Montaña Alavesa,016,01016,Bernedo,Total,0,0-19,68
