prov_cod,prov,comarca_cod,comarca_cod_full,comarca,municipio_cod,municipio_cod_full,municipio,genero,edad,edad_etiqueta,pob
20,Gipuzkoa,06,2006,Tolosaldea,907,20907,Gaztelu,Mujeres,20,20-64,44
20,Gipuzkoa,06,2006,Tolosaldea,907,20907,Gaztelu,Mujeres,65,>= 65,12
20,Gipuzkoa,06,2006,Tolosaldea,907,20907,Gaztelu,Mujeres,NA,Total,81
20,Gipuzkoa,06,2006,Tolosaldea,907,20907,Gaztelu,Total,0,0-19,42
20,Gipuzkoa,06,2006,Tolosaldea,907,20907,Gaztelu,Total,20,20-64,100
20,Gipuzkoa,06,2006,Tolosaldea,907,20907,Gaztelu,Total,65,>= 65,37
20,Gipuzkoa,06,2006,Tolosaldea,907,20907,Gaztelu,Total,NA,Total,179
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Hombres,0,0-19,86
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Hombres,20,20-64,250
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Hombres,65,>= 65,80
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Hombres,NA,Total,416
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Mujeres,0,0-19,96
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Mujeres,20,20-64,222
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Mujeres,65,>= 65,74
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Mujeres,NA,Total,392
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Total,0,0-19,182
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Total,20,20-64,472
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Total,65,>= 65,154
20,Gipuzkoa,07,2007,Urola Kosta,003,20003,Aizarnazabal,Total,NA,Total,808
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Hombres,0,0-19,269
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Hombres,20,20-64,629
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Hombres,65,>= 65,210
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Hombres,NA,Total,1108
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Mujeres,0,0-19,233
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Mujeres,20,20-64,601
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Mujeres,65,>= 65,185
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Mujeres,NA,Total,1019
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Total,0,0-19,502
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Total,20,20-64,1230
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Total,65,>= 65,395
20,Gipuzkoa,07,2007,Urola Kosta,016,20016,Aia,Total,NA,Total,2127
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Hombres,0,0-19,1291
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Hombres,20,20-64,3613
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Hombres,65,>= 65,1180
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Hombres,NA,Total,6084
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Mujeres,0,0-19,1249
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Mujeres,20,20-64,3411
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Mujeres,65,>= 65,1340
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Mujeres,NA,Total,6000
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Total,0,0-19,2540
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Total,20,20-64,7024
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Total,65,>= 65,2520
20,Gipuzkoa,07,2007,Urola Kosta,017,20017,Azkoitia,Total,NA,Total,12084
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Hombres,0,0-19,1683
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Hombres,20,20-64,4491
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Hombres,65,>= 65,1631
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Hombres,NA,Total,7805
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Mujeres,0,0-19,1477
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Mujeres,20,20-64,4296
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Mujeres,65,>= 65,1853
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Mujeres,NA,Total,7626
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Total,0,0-19,3160
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Total,20,20-64,8787
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Total,65,>= 65,3484
20,Gipuzkoa,07,2007,Urola Kosta,018,20018,Azpeitia,Total,NA,Total,15431
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Hombres,0,0-19,9
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Hombres,20,20-64,44
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Hombres,65,>= 65,19
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Hombres,NA,Total,72
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Mujeres,0,0-19,4
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Mujeres,20,20-64,18
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Mujeres,65,>= 65,7
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Mujeres,NA,Total,29
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Total,0,0-19,13
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Total,20,20-64,62
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Total,65,>= 65,26
20,Gipuzkoa,07,2007,Urola Kosta,020,20020,Beizama,Total,NA,Total,101
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Hombres,0,0-19,455
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Hombres,20,20-64,1213
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Hombres,65,>= 65,365
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Hombres,NA,Total,2033
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Mujeres,0,0-19,380
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Mujeres,20,20-64,1098
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Mujeres,65,>= 65,397
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Mujeres,NA,Total,1875
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Total,0,0-19,835
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Total,20,20-64,2311
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Total,65,>= 65,762
20,Gipuzkoa,07,2007,Urola Kosta,027,20027,Zestoa,Total,NA,Total,3908
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Hombres,0,0-19,280
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Hombres,20,20-64,938
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Hombres,65,>= 65,271
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Hombres,NA,Total,1489
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Mujeres,0,0-19,284
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Mujeres,20,20-64,855
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Mujeres,65,>= 65,303
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Mujeres,NA,Total,1442
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Total,0,0-19,564
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Total,20,20-64,1793
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Total,65,>= 65,574
20,Gipuzkoa,07,2007,Urola Kosta,039,20039,Getaria,Total,NA,Total,2931
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Hombres,0,0-19,688
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Hombres,20,20-64,1875
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Hombres,65,>= 65,556
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Hombres,NA,Total,3119
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Mujeres,0,0-19,611
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Mujeres,20,20-64,1849
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Mujeres,65,>= 65,618
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Mujeres,NA,Total,3078
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Total,0,0-19,1299
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Total,20,20-64,3724
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Total,65,>= 65,1174
20,Gipuzkoa,07,2007,Urola Kosta,061,20061,Orio,Total,NA,Total,6197
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Hombres,0,0-19,71
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Hombres,20,20-64,196
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Hombres,65,>= 65,66
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Hombres,NA,Total,333
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Mujeres,0,0-19,53
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Mujeres,20,20-64,163
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Mujeres,65,>= 65,53
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Mujeres,NA,Total,269
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Total,0,0-19,124
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Total,20,20-64,359
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Total,65,>= 65,119
20,Gipuzkoa,07,2007,Urola Kosta,066,20066,Errezil,Total,NA,Total,602
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Hombres,0,0-19,2157
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Hombres,20,20-64,6758
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Hombres,65,>= 65,2425
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Hombres,NA,Total,11340
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Mujeres,0,0-19,2051
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Mujeres,20,20-64,7031
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Mujeres,65,>= 65,3042
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Mujeres,NA,Total,12124
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Total,0,0-19,4208
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Total,20,20-64,13789
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Total,65,>= 65,5467
20,Gipuzkoa,07,2007,Urola Kosta,079,20079,Zarautz,Total,NA,Total,23464
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Hombres,0,0-19,1045
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Hombres,20,20-64,2892
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Hombres,65,>= 65,1011
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Hombres,NA,Total,4948
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Mujeres,0,0-19,978
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Mujeres,20,20-64,2874
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Mujeres,65,>= 65,1201
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Mujeres,NA,Total,5053
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Total,0,0-19,2023
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Total,20,20-64,5766
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Total,65,>= 65,2212
20,Gipuzkoa,07,2007,Urola Kosta,081,20081,Zumaia,Total,NA,Total,10001
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Hombres,0,0-19,9
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Hombres,20,20-64,60
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Hombres,65,>= 65,7
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Hombres,NA,Total,76
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Mujeres,0,0-19,23
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Mujeres,20,20-64,57
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Mujeres,65,>= 65,14
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Mujeres,NA,Total,94
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Total,0,0-19,32
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Total,20,20-64,117
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Total,65,>= 65,21
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,005,48005,Arakaldo,Total,NA,Total,170
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Hombres,0,0-19,44
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Hombres,20,20-64,149
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Hombres,65,>= 65,39
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Hombres,NA,Total,232
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Mujeres,0,0-19,35
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Mujeres,20,20-64,119
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Mujeres,65,>= 65,48
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Mujeres,NA,Total,202
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Total,0,0-19,79
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Total,20,20-64,268
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Total,65,>= 65,87
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,006,48006,Arantzazu,Total,NA,Total,434
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Hombres,0,0-19,107
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Hombres,20,20-64,310
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Hombres,65,>= 65,99
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Hombres,NA,Total,516
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Mujeres,0,0-19,104
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Mujeres,20,20-64,304
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Mujeres,65,>= 65,119
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Mujeres,NA,Total,527
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Total,0,0-19,211
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Total,20,20-64,614
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Total,65,>= 65,218
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,009,48009,Arrankudiaga-Zollo,Total,NA,Total,1043
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Hombres,0,0-19,75
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Hombres,20,20-64,221
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Hombres,65,>= 65,88
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Hombres,NA,Total,384
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Mujeres,0,0-19,62
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Mujeres,20,20-64,205
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Mujeres,65,>= 65,101
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Mujeres,NA,Total,368
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Total,0,0-19,137
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Total,20,20-64,426
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Total,65,>= 65,189
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,023,48023,Artea,Total,NA,Total,752
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Hombres,0,0-19,105
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Hombres,20,20-64,363
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Hombres,65,>= 65,139
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Hombres,NA,Total,607
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Mujeres,0,0-19,110
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Mujeres,20,20-64,359
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Mujeres,65,>= 65,150
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Mujeres,NA,Total,619
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Total,0,0-19,215
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Total,20,20-64,722
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Total,65,>= 65,289
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,024,48024,Zeanuri,Total,NA,Total,1226
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Hombres,0,0-19,84
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Hombres,20,20-64,333
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Hombres,65,>= 65,118
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Hombres,NA,Total,535
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Mujeres,0,0-19,96
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Mujeres,20,20-64,309
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Mujeres,65,>= 65,140
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Mujeres,NA,Total,545
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Total,0,0-19,180
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Total,20,20-64,642
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Total,65,>= 65,258
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,025,48025,Zeberio,Total,NA,Total,1080
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Hombres,0,0-19,167
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Hombres,20,20-64,471
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Hombres,65,>= 65,159
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Hombres,NA,Total,797
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Mujeres,0,0-19,136
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Mujeres,20,20-64,434
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Mujeres,65,>= 65,157
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Mujeres,NA,Total,727
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Total,0,0-19,303
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Total,20,20-64,905
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Total,65,>= 65,316
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,026,48026,Dima,Total,NA,Total,1524
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Hombres,0,0-19,377
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Hombres,20,20-64,1288
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Hombres,65,>= 65,442
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Hombres,NA,Total,2107
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Mujeres,0,0-19,362
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Mujeres,20,20-64,1169
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Mujeres,65,>= 65,543
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Mujeres,NA,Total,2074
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Total,0,0-19,739
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Total,20,20-64,2457
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Total,65,>= 65,985
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,065,48065,Ugao-Miraballes,Total,NA,Total,4181
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Hombres,0,0-19,145
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Hombres,20,20-64,386
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Hombres,65,>= 65,136
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Hombres,NA,Total,667
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Mujeres,0,0-19,137
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Mujeres,20,20-64,339
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Mujeres,65,>= 65,161
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Mujeres,NA,Total,637
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Total,0,0-19,282
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Total,20,20-64,725
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Total,65,>= 65,297
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,072,48072,Otxandio,Total,NA,Total,1304
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,074,48074,Urduña/Orduña,Hombres,0,0-19,469
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,074,48074,Urduña/Orduña,Hombres,20,20-64,1269
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,074,48074,Urduña/Orduña,Hombres,65,>= 65,482
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,074,48074,Urduña/Orduña,Hombres,NA,Total,2220
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,074,48074,Urduña/Orduña,Mujeres,0,0-19,335
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,074,48074,Urduña/Orduña,Mujeres,20,20-64,1154
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,074,48074,Urduña/Orduña,Mujeres,65,>= 65,535
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,074,48074,Urduña/Orduña,Mujeres,NA,Total,2024
48,Bizkaia,01,4801,Arratia-Nerbioi / Arratia-Nervión,074,48074,Urduña/Orduña,Total,0,0-19,804
